"year","month","day","time","City","temperature","weather_description","wind_speed","humidity","State","State_ini"
2017,2,11,19,"San Francisco",57.2,"few clouds",3,71,"California","CA"
2017,2,11,19,"San Diego",59.45,"drizzle",4,82,"California","CA"
2017,2,11,20,"Denver",54.91,"broken clouds",6,53,"Colorado","CO"
2017,2,11,20,"Miami",77.79,"few clouds",4,47,"Florida","FL"
2017,2,11,20,"Jacksonville",77.88,"sky is clear",4,28,"Florida","FL"
2017,2,11,20,"Los Angeles",60.28,"overcast clouds",5,77,"California","CA"
2017,2,11,20,"San Francisco",59.13,"few clouds",2,66,"California","CA"
2017,2,11,20,"San Diego",59.59,"mist",4,93,"California","CA"
2017,2,11,21,"Denver",54.66,"overcast clouds",3,53,"Colorado","CO"
2017,2,11,21,"Miami",76.98,"few clouds",5,50,"Florida","FL"
2017,2,11,21,"Jacksonville",77.34,"sky is clear",5,50,"Florida","FL"
2017,2,11,21,"Los Angeles",60.91,"scattered clouds",3,72,"California","CA"
2017,2,11,21,"San Francisco",61.36,"few clouds",4,62,"California","CA"
2017,2,11,21,"San Diego",60.96,"haze",4,67,"California","CA"
2017,2,11,22,"Denver",54.34,"overcast clouds",2,40,"Colorado","CO"
2017,2,11,22,"Miami",75.87,"few clouds",4,53,"Florida","FL"
2017,2,11,22,"Jacksonville",76.73,"sky is clear",5,53,"Florida","FL"
2017,2,11,22,"Los Angeles",60.91,"overcast clouds",1,67,"California","CA"
2017,2,11,22,"San Francisco",60.96,"few clouds",5,51,"California","CA"
2017,2,11,22,"San Diego",60.35,"haze",3,82,"California","CA"
2017,2,11,23,"Denver",54.1,"overcast clouds",2,40,"Colorado","CO"
2017,2,11,23,"Miami",74.98,"few clouds",4,53,"Florida","FL"
2017,2,11,23,"Jacksonville",75.54,"sky is clear",5,73,"Florida","FL"
2017,2,11,23,"Los Angeles",60.67,"overcast clouds",4,72,"California","CA"
2017,2,11,23,"San Francisco",61.36,"few clouds",5,58,"California","CA"
2017,2,11,23,"San Diego",60.49,"haze",4,67,"California","CA"
2017,2,12,0,"Denver",51.57,"light rain",5,46,"Colorado","CO"
2017,2,12,0,"Miami",72.99,"few clouds",4,56,"Florida","FL"
2017,2,12,0,"Jacksonville",71.92,"sky is clear",3,77,"Florida","FL"
2017,2,12,0,"Los Angeles",59.34,"light rain",4,72,"California","CA"
2017,2,12,0,"San Francisco",61.48,"few clouds",6,62,"California","CA"
2017,2,12,0,"San Diego",59.59,"haze",2,59,"California","CA"
2017,2,12,1,"Denver",50.76,"light rain",2,25,"Colorado","CO"
2017,2,12,1,"Miami",70.48,"few clouds",4,60,"Florida","FL"
2017,2,12,1,"Jacksonville",65.84,"sky is clear",2,82,"Florida","FL"
2017,2,12,1,"Los Angeles",58.42,"light rain",3,72,"California","CA"
2017,2,12,1,"San Francisco",61.32,"sky is clear",5,62,"California","CA"
2017,2,12,1,"San Diego",58.1,"haze",2,76,"California","CA"
2017,2,12,2,"Denver",46.94,"overcast clouds",4,52,"Colorado","CO"
2017,2,12,2,"Miami",69.8,"few clouds",3,64,"Florida","FL"
2017,2,12,2,"Jacksonville",64.4,"sky is clear",2,88,"Florida","FL"
2017,2,12,2,"Los Angeles",56.23,"sky is clear",2,76,"California","CA"
2017,2,12,2,"San Francisco",57.2,"sky is clear",7,71,"California","CA"
2017,2,12,2,"San Diego",56.88,"haze",4,59,"California","CA"
2017,2,12,3,"Denver",45.86,"broken clouds",4,36,"Colorado","CO"
2017,2,12,3,"Miami",68.79,"scattered clouds",3,60,"Florida","FL"
2017,2,12,3,"Jacksonville",62.91,"sky is clear",2,72,"Florida","FL"
2017,2,12,3,"Los Angeles",55.02,"sky is clear",2,82,"California","CA"
2017,2,12,3,"San Francisco",55.4,"few clouds",3,82,"California","CA"
2017,2,12,3,"San Diego",55.9,"haze",1,76,"California","CA"
2017,2,12,4,"Denver",45.84,"scattered clouds",1,39,"Colorado","CO"
2017,2,12,4,"Miami",68.81,"few clouds",2,64,"Florida","FL"
2017,2,12,4,"Jacksonville",64.02,"sky is clear",1,68,"Florida","FL"
2017,2,12,4,"Los Angeles",54.88,"sky is clear",2,82,"California","CA"
2017,2,12,4,"San Francisco",54.55,"overcast clouds",4,77,"California","CA"
2017,2,12,4,"San Diego",55.27,"haze",1,76,"California","CA"
2017,2,12,5,"Denver",43.57,"broken clouds",2,48,"Colorado","CO"
2017,2,12,5,"Miami",68.22,"few clouds",4,64,"Florida","FL"
2017,2,12,5,"Jacksonville",58.44,"few clouds",3,93,"Florida","FL"
2017,2,12,5,"Los Angeles",54.3,"sky is clear",0,82,"California","CA"
2017,2,12,5,"San Francisco",54.9,"overcast clouds",5,77,"California","CA"
2017,2,12,5,"San Diego",54.34,"haze",1,76,"California","CA"
2017,2,12,6,"Denver",40.46,"overcast clouds",6,44,"Colorado","CO"
2017,2,12,6,"Miami",67.33,"few clouds",2,64,"Florida","FL"
2017,2,12,6,"Jacksonville",57.56,"few clouds",3,93,"Florida","FL"
2017,2,12,6,"Los Angeles",53.73,"few clouds",1,82,"California","CA"
2017,2,12,6,"San Francisco",53.2,"overcast clouds",3,82,"California","CA"
2017,2,12,6,"San Diego",53.26,"haze",1,87,"California","CA"
2017,2,12,7,"Denver",36.64,"overcast clouds",4,59,"Colorado","CO"
2017,2,12,7,"Miami",66.22,"few clouds",2,68,"Florida","FL"
2017,2,12,7,"Jacksonville",56.66,"few clouds",3,93,"Florida","FL"
2017,2,12,7,"Los Angeles",53.29,"broken clouds",0,82,"California","CA"
2017,2,12,7,"San Francisco",50.59,"mist",3,81,"California","CA"
2017,2,12,7,"San Diego",54.9,"haze",1,87,"California","CA"
2017,2,12,8,"Denver",34.83,"broken clouds",2,64,"Colorado","CO"
2017,2,12,8,"Miami",65.55,"few clouds",2,72,"Florida","FL"
2017,2,12,8,"Jacksonville",55.49,"fog",2,100,"Florida","FL"
2017,2,12,8,"Los Angeles",53.28,"overcast clouds",1,87,"California","CA"
2017,2,12,8,"San Francisco",50.27,"mist",5,82,"California","CA"
2017,2,12,8,"San Diego",54.93,"haze",3,76,"California","CA"
2017,2,12,9,"Denver",32.79,"overcast clouds",3,64,"Colorado","CO"
2017,2,12,9,"Miami",63.37,"few clouds",2,77,"Florida","FL"
2017,2,12,9,"Jacksonville",54.52,"fog",1,93,"Florida","FL"
2017,2,12,9,"Los Angeles",52.99,"overcast clouds",0,87,"California","CA"
2017,2,12,9,"San Francisco",50.76,"mist",4,81,"California","CA"
2017,2,12,9,"San Diego",53.29,"haze",1,71,"California","CA"
2017,2,12,10,"Denver",32.27,"overcast clouds",3,69,"Colorado","CO"
2017,2,12,10,"Miami",63.37,"few clouds",2,77,"Florida","FL"
2017,2,12,10,"Jacksonville",53.91,"fog",4,87,"Florida","FL"
2017,2,12,10,"Los Angeles",51.94,"sky is clear",0,87,"California","CA"
2017,2,12,10,"San Francisco",50.34,"mist",4,76,"California","CA"
2017,2,12,10,"San Diego",52.5,"mist",2,71,"California","CA"
2017,2,12,11,"Denver",32.29,"overcast clouds",1,75,"Colorado","CO"
2017,2,12,11,"Miami",64.45,"few clouds",2,100,"Florida","FL"
2017,2,12,11,"Jacksonville",55.15,"mist",2,100,"Florida","FL"
2017,2,12,11,"Los Angeles",51.49,"broken clouds",1,93,"California","CA"
2017,2,12,11,"San Francisco",49.93,"mist",4,81,"California","CA"
2017,2,12,11,"San Diego",50.14,"haze",1,81,"California","CA"
2017,2,12,12,"Denver",32.52,"overcast clouds",1,75,"Colorado","CO"
2017,2,12,12,"Miami",62.35,"few clouds",2,82,"Florida","FL"
2017,2,12,12,"Jacksonville",56.28,"light rain",2,100,"Florida","FL"
2017,2,12,12,"Los Angeles",50.74,"mist",1,87,"California","CA"
2017,2,12,12,"San Francisco",46.71,"sky is clear",4,75,"California","CA"
2017,2,12,12,"San Diego",48.83,"few clouds",1,87,"California","CA"
2017,2,12,13,"Denver",32.52,"overcast clouds",2,54,"Colorado","CO"
2017,2,12,13,"Miami",64.62,"few clouds",2,77,"Florida","FL"
2017,2,12,13,"Jacksonville",56.3,"fog",2,100,"Florida","FL"
2017,2,12,13,"Los Angeles",50.14,"mist",1,93,"California","CA"
2017,2,12,13,"San Francisco",48.2,"sky is clear",4,75,"California","CA"
2017,2,12,13,"San Diego",47.64,"sky is clear",1,81,"California","CA"
2017,2,12,14,"Denver",31.77,"overcast clouds",3,63,"Colorado","CO"
2017,2,12,14,"Miami",64.6,"few clouds",2,77,"Florida","FL"
2017,2,12,14,"Jacksonville",56.26,"fog",2,93,"Florida","FL"
2017,2,12,14,"Los Angeles",49.86,"sky is clear",1,93,"California","CA"
2017,2,12,14,"San Francisco",48.34,"sky is clear",2,81,"California","CA"
2017,2,12,14,"San Diego",47.7,"scattered clouds",2,71,"California","CA"
2017,2,12,15,"Denver",32.52,"overcast clouds",3,77,"Colorado","CO"
2017,2,12,15,"Miami",74.79,"scattered clouds",3,53,"Florida","FL"
2017,2,12,15,"Jacksonville",59.92,"mist",3,100,"Florida","FL"
2017,2,12,15,"Los Angeles",47.68,"mist",2,100,"California","CA"
2017,2,12,15,"San Francisco",45.01,"few clouds",1,75,"California","CA"
2017,2,12,15,"San Diego",47.52,"mist",1,76,"California","CA"
2017,2,12,16,"Denver",32.72,"scattered clouds",2,59,"Colorado","CO"
2017,2,12,16,"Miami",74.79,"scattered clouds",3,53,"Florida","FL"
2017,2,12,16,"Jacksonville",61.09,"mist",3,93,"Florida","FL"
2017,2,12,16,"Los Angeles",50.09,"mist",2,87,"California","CA"
2017,2,12,16,"San Francisco",45.64,"overcast clouds",5,77,"California","CA"
2017,2,12,16,"San Diego",48.94,"mist",2,71,"California","CA"
2017,2,12,17,"Denver",35.04,"broken clouds",3,55,"Colorado","CO"
2017,2,12,17,"Miami",76.1,"broken clouds",2,53,"Florida","FL"
2017,2,12,17,"Jacksonville",68.56,"sky is clear",3,69,"Florida","FL"
2017,2,12,17,"Los Angeles",54.45,"light rain",2,87,"California","CA"
2017,2,12,17,"San Francisco",52.34,"overcast clouds",3,73,"California","CA"
2017,2,12,17,"San Diego",53.96,"sky is clear",2,62,"California","CA"
2017,2,12,18,"Denver",41.27,"overcast clouds",7,55,"Colorado","CO"
2017,2,12,18,"Miami",78.8,"broken clouds",4,54,"Florida","FL"
2017,2,12,18,"Jacksonville",77,"scattered clouds",5,54,"Florida","FL"
2017,2,12,18,"Los Angeles",61.36,"sky is clear",1,63,"California","CA"
2017,2,12,18,"San Francisco",56.37,"few clouds",1,76,"California","CA"
2017,2,12,18,"San Diego",59.76,"few clouds",4,55,"California","CA"
2017,2,12,19,"Denver",43.34,"broken clouds",2,48,"Colorado","CO"
2017,2,12,19,"Miami",78.8,"sky is clear",3,54,"Florida","FL"
2017,2,12,19,"Jacksonville",76.96,"broken clouds",5,57,"Florida","FL"
2017,2,12,19,"Los Angeles",64.74,"sky is clear",2,55,"California","CA"
2017,2,12,19,"San Francisco",59.27,"scattered clouds",1,71,"California","CA"
2017,2,12,19,"San Diego",62.6,"scattered clouds",5,52,"California","CA"
2017,2,12,20,"Denver",45.12,"overcast clouds",3,48,"Colorado","CO"
2017,2,12,20,"Miami",79,"broken clouds",2,53,"Florida","FL"
2017,2,12,20,"Jacksonville",78.8,"broken clouds",6,54,"Florida","FL"
2017,2,12,20,"Los Angeles",66.99,"sky is clear",3,59,"California","CA"
2017,2,12,20,"San Francisco",62.73,"scattered clouds",1,67,"California","CA"
2017,2,12,20,"San Diego",63.64,"scattered clouds",6,55,"California","CA"
2017,2,12,21,"Denver",45.75,"broken clouds",4,42,"Colorado","CO"
2017,2,12,21,"Miami",79.39,"scattered clouds",4,54,"Florida","FL"
2017,2,12,21,"Jacksonville",78.8,"scattered clouds",5,54,"Florida","FL"
2017,2,12,21,"Los Angeles",68.68,"sky is clear",4,42,"California","CA"
2017,2,12,21,"San Francisco",61.9,"light rain",1,59,"California","CA"
2017,2,12,21,"San Diego",63.75,"scattered clouds",6,59,"California","CA"
2017,2,12,22,"Denver",47.44,"broken clouds",3,48,"Colorado","CO"
2017,2,12,22,"Miami",78.8,"scattered clouds",4,50,"Florida","FL"
2017,2,12,22,"Jacksonville",79.39,"broken clouds",5,54,"Florida","FL"
2017,2,12,22,"Los Angeles",70.47,"sky is clear",3,35,"California","CA"
2017,2,12,22,"San Francisco",64.27,"broken clouds",1,31,"California","CA"
2017,2,12,22,"San Diego",63.9,"scattered clouds",5,63,"California","CA"
2017,2,12,23,"Denver",47.66,"sky is clear",2,39,"Colorado","CO"
2017,2,12,23,"Miami",76.59,"few clouds",4,57,"Florida","FL"
2017,2,12,23,"Jacksonville",79.41,"sky is clear",3,57,"Florida","FL"
2017,2,12,23,"Los Angeles",70.92,"sky is clear",2,33,"California","CA"
2017,2,12,23,"San Francisco",63.03,"haze",7,59,"California","CA"
2017,2,12,23,"San Diego",64.42,"scattered clouds",5,67,"California","CA"
2017,2,13,0,"Denver",47.3,"sky is clear",2,42,"Colorado","CO"
2017,2,13,0,"Miami",74.39,"few clouds",4,56,"Florida","FL"
2017,2,13,0,"Jacksonville",76.1,"broken clouds",2,64,"Florida","FL"
2017,2,13,0,"Los Angeles",70.7,"light rain",4,37,"California","CA"
2017,2,13,0,"San Francisco",62.73,"mist",6,59,"California","CA"
2017,2,13,0,"San Diego",64.85,"few clouds",4,52,"California","CA"
2017,2,13,1,"Denver",45.43,"sky is clear",1,45,"Colorado","CO"
2017,2,13,1,"Miami",72.95,"few clouds",2,60,"Florida","FL"
2017,2,13,1,"Jacksonville",74.12,"scattered clouds",2,69,"Florida","FL"
2017,2,13,1,"Los Angeles",70.63,"light rain",4,37,"California","CA"
2017,2,13,1,"San Francisco",62.53,"mist",5,58,"California","CA"
2017,2,13,1,"San Diego",65.03,"sky is clear",2,67,"California","CA"
2017,2,13,2,"Denver",40.48,"sky is clear",0,52,"Colorado","CO"
2017,2,13,2,"Miami",71.2,"sky is clear",2,64,"Florida","FL"
2017,2,13,2,"Jacksonville",72.79,"broken clouds",3,69,"Florida","FL"
2017,2,13,2,"Los Angeles",69.06,"sky is clear",2,37,"California","CA"
2017,2,13,2,"San Francisco",60.75,"mist",4,50,"California","CA"
2017,2,13,2,"San Diego",63.28,"sky is clear",1,67,"California","CA"
2017,2,13,3,"Denver",37.92,"sky is clear",1,55,"Colorado","CO"
2017,2,13,3,"Miami",70.23,"sky is clear",1,68,"Florida","FL"
2017,2,13,3,"Jacksonville",70.72,"broken clouds",3,82,"Florida","FL"
2017,2,13,3,"Los Angeles",65.84,"sky is clear",2,52,"California","CA"
2017,2,13,3,"San Francisco",55.15,"sky is clear",4,50,"California","CA"
2017,2,13,3,"San Diego",61.63,"sky is clear",1,67,"California","CA"
2017,2,13,4,"Denver",36.91,"sky is clear",0,55,"Colorado","CO"
2017,2,13,4,"Miami",67.8,"sky is clear",2,73,"Florida","FL"
2017,2,13,4,"Jacksonville",69.8,"scattered clouds",3,77,"Florida","FL"
2017,2,13,4,"Los Angeles",63.37,"sky is clear",1,67,"California","CA"
2017,2,13,4,"San Francisco",51.98,"sky is clear",4,97,"California","CA"
2017,2,13,4,"San Diego",59.16,"sky is clear",1,76,"California","CA"
2017,2,13,5,"Denver",35.64,"sky is clear",1,64,"Colorado","CO"
2017,2,13,5,"Miami",66.99,"sky is clear",2,73,"Florida","FL"
2017,2,13,5,"Jacksonville",68,"overcast clouds",3,93,"Florida","FL"
2017,2,13,5,"Los Angeles",63.07,"sky is clear",1,55,"California","CA"
2017,2,13,5,"San Francisco",50.59,"sky is clear",3,99,"California","CA"
2017,2,13,5,"San Diego",56.21,"sky is clear",1,71,"California","CA"
2017,2,13,6,"Denver",33.28,"sky is clear",1,64,"Colorado","CO"
2017,2,13,6,"Miami",67.12,"sky is clear",2,68,"Florida","FL"
2017,2,13,6,"Jacksonville",67.1,"overcast clouds",2,93,"Florida","FL"
2017,2,13,6,"Los Angeles",58.71,"sky is clear",1,72,"California","CA"
2017,2,13,6,"San Francisco",48.34,"broken clouds",1,87,"California","CA"
2017,2,13,6,"San Diego",54.39,"few clouds",1,72,"California","CA"
2017,2,13,7,"Denver",32.23,"sky is clear",1,64,"Colorado","CO"
2017,2,13,7,"Miami",65.77,"sky is clear",2,77,"Florida","FL"
2017,2,13,7,"Jacksonville",65.89,"sky is clear",2,100,"Florida","FL"
2017,2,13,7,"Los Angeles",58.37,"sky is clear",1,72,"California","CA"
2017,2,13,7,"San Francisco",47.62,"sky is clear",5,99,"California","CA"
2017,2,13,7,"San Diego",54.09,"sky is clear",1,76,"California","CA"
2017,2,13,8,"Denver",31.98,"sky is clear",1,64,"Colorado","CO"
2017,2,13,8,"Miami",64.69,"sky is clear",3,77,"Florida","FL"
2017,2,13,8,"Jacksonville",65.59,"few clouds",4,93,"Florida","FL"
2017,2,13,8,"Los Angeles",55.38,"sky is clear",1,76,"California","CA"
2017,2,13,8,"San Francisco",46.09,"scattered clouds",2,81,"California","CA"
2017,2,13,8,"San Diego",51.33,"haze",1,76,"California","CA"
2017,2,13,9,"Denver",31.71,"sky is clear",1,69,"Colorado","CO"
2017,2,13,9,"Miami",64.4,"sky is clear",1,72,"Florida","FL"
2017,2,13,9,"Jacksonville",65.59,"sky is clear",2,100,"Florida","FL"
2017,2,13,9,"Los Angeles",55.35,"sky is clear",1,76,"California","CA"
2017,2,13,9,"San Francisco",45.68,"sky is clear",5,52,"California","CA"
2017,2,13,9,"San Diego",51.31,"haze",1,87,"California","CA"
2017,2,13,10,"Denver",30.96,"sky is clear",1,69,"Colorado","CO"
2017,2,13,10,"Miami",63.05,"sky is clear",2,77,"Florida","FL"
2017,2,13,10,"Jacksonville",65.26,"scattered clouds",2,100,"Florida","FL"
2017,2,13,10,"Los Angeles",52.79,"sky is clear",1,81,"California","CA"
2017,2,13,10,"San Francisco",44.31,"sky is clear",0,93,"California","CA"
2017,2,13,10,"San Diego",49.96,"mist",2,81,"California","CA"
2017,2,13,11,"Denver",30.18,"sky is clear",2,83,"Colorado","CO"
2017,2,13,11,"Miami",62.6,"sky is clear",3,82,"Florida","FL"
2017,2,13,11,"Jacksonville",64.4,"mist",2,100,"Florida","FL"
2017,2,13,11,"Los Angeles",52.86,"sky is clear",1,81,"California","CA"
2017,2,13,11,"San Francisco",44.6,"sky is clear",3,55,"California","CA"
2017,2,13,11,"San Diego",49.5,"mist",1,81,"California","CA"
2017,2,13,12,"Denver",29.68,"sky is clear",1,83,"Colorado","CO"
2017,2,13,12,"Miami",61.7,"sky is clear",2,82,"Florida","FL"
2017,2,13,12,"Jacksonville",64.4,"mist",2,100,"Florida","FL"
2017,2,13,12,"Los Angeles",51.3,"sky is clear",1,81,"California","CA"
2017,2,13,12,"San Francisco",44.29,"few clouds",1,81,"California","CA"
2017,2,13,12,"San Diego",50.16,"sky is clear",1,81,"California","CA"
2017,2,13,13,"Denver",29.44,"sky is clear",1,83,"Colorado","CO"
2017,2,13,13,"Miami",61.39,"sky is clear",2,82,"Florida","FL"
2017,2,13,13,"Jacksonville",63.79,"mist",2,93,"Florida","FL"
2017,2,13,13,"Los Angeles",51.94,"mist",1,71,"California","CA"
2017,2,13,13,"San Francisco",42.82,"broken clouds",2,93,"California","CA"
2017,2,13,13,"San Diego",49.3,"sky is clear",1,81,"California","CA"
2017,2,13,14,"Denver",31.93,"broken clouds",1,74,"Colorado","CO"
2017,2,13,14,"Miami",63,"sky is clear",2,82,"Florida","FL"
2017,2,13,14,"Jacksonville",64.96,"mist",3,82,"Florida","FL"
2017,2,13,14,"Los Angeles",51.78,"sky is clear",1,66,"California","CA"
2017,2,13,14,"San Francisco",42.78,"few clouds",1,87,"California","CA"
2017,2,13,14,"San Diego",48.83,"sky is clear",1,76,"California","CA"
2017,2,13,15,"Denver",32.59,"broken clouds",2,74,"Colorado","CO"
2017,2,13,15,"Miami",72,"sky is clear",2,73,"Florida","FL"
2017,2,13,15,"Jacksonville",69.82,"haze",3,82,"Florida","FL"
2017,2,13,15,"Los Angeles",50.95,"sky is clear",1,66,"California","CA"
2017,2,13,15,"San Francisco",43.21,"mist",1,87,"California","CA"
2017,2,13,15,"San Diego",48.49,"few clouds",2,71,"California","CA"
2017,2,13,16,"Denver",36.14,"broken clouds",2,60,"Colorado","CO"
2017,2,13,16,"Miami",72,"sky is clear",2,73,"Florida","FL"
2017,2,13,16,"Jacksonville",69.82,"haze",7,60,"Florida","FL"
2017,2,13,16,"Los Angeles",55.63,"sky is clear",1,62,"California","CA"
2017,2,13,16,"San Francisco",44.73,"fog",1,87,"California","CA"
2017,2,13,16,"San Diego",53.58,"few clouds",1,67,"California","CA"
2017,2,13,17,"Denver",41.59,"broken clouds",2,38,"Colorado","CO"
2017,2,13,17,"Miami",75.2,"few clouds",3,64,"Florida","FL"
2017,2,13,17,"Jacksonville",70.11,"haze",8,35,"Florida","FL"
2017,2,13,17,"Los Angeles",62.71,"sky is clear",1,39,"California","CA"
2017,2,13,17,"San Francisco",49.15,"fog",1,81,"California","CA"
2017,2,13,17,"San Diego",59.79,"few clouds",1,59,"California","CA"
2017,2,13,18,"Denver",44.31,"broken clouds",2,38,"Colorado","CO"
2017,2,13,18,"Miami",77.58,"scattered clouds",3,54,"Florida","FL"
2017,2,13,18,"Jacksonville",69.19,"sky is clear",6,35,"Florida","FL"
2017,2,13,18,"Los Angeles",67.51,"sky is clear",1,30,"California","CA"
2017,2,13,18,"San Francisco",51.1,"mist",1,81,"California","CA"
2017,2,13,18,"San Diego",63.27,"few clouds",1,48,"California","CA"
2017,2,13,19,"Denver",46.44,"broken clouds",5,35,"Colorado","CO"
2017,2,13,19,"Miami",78.6,"broken clouds",2,54,"Florida","FL"
2017,2,13,19,"Jacksonville",68.88,"sky is clear",7,42,"Florida","FL"
2017,2,13,19,"Los Angeles",69.44,"sky is clear",2,27,"California","CA"
2017,2,13,19,"San Francisco",53.6,"mist",1,76,"California","CA"
2017,2,13,19,"San Diego",65.73,"few clouds",2,45,"California","CA"
2017,2,13,20,"Denver",47.91,"broken clouds",4,26,"Colorado","CO"
2017,2,13,20,"Miami",78.58,"broken clouds",2,54,"Florida","FL"
2017,2,13,20,"Jacksonville",68.95,"sky is clear",5,42,"Florida","FL"
2017,2,13,20,"Los Angeles",71.2,"sky is clear",2,27,"California","CA"
2017,2,13,20,"San Francisco",56.1,"haze",2,81,"California","CA"
2017,2,13,20,"San Diego",68.41,"scattered clouds",3,48,"California","CA"
2017,2,13,21,"Denver",48.81,"broken clouds",5,30,"Colorado","CO"
2017,2,13,21,"Miami",80.6,"scattered clouds",3,54,"Florida","FL"
2017,2,13,21,"Jacksonville",66.79,"sky is clear",4,45,"Florida","FL"
2017,2,13,21,"Los Angeles",71.15,"sky is clear",5,26,"California","CA"
2017,2,13,21,"San Francisco",57.61,"haze",2,76,"California","CA"
2017,2,13,21,"San Diego",67.69,"scattered clouds",3,59,"California","CA"
2017,2,13,22,"Denver",45.72,"broken clouds",4,34,"Colorado","CO"
2017,2,13,22,"Miami",79.65,"scattered clouds",3,56,"Florida","FL"
2017,2,13,22,"Jacksonville",64.57,"sky is clear",4,47,"Florida","FL"
2017,2,13,22,"Los Angeles",70.39,"few clouds",3,29,"California","CA"
2017,2,13,22,"San Francisco",57.07,"broken clouds",1,78,"California","CA"
2017,2,13,22,"San Diego",67.87,"scattered clouds",2,56,"California","CA"
2017,2,13,23,"Denver",41.6,"broken clouds",3,39,"Colorado","CO"
2017,2,13,23,"Miami",78.4,"scattered clouds",2,60,"Florida","FL"
2017,2,13,23,"Jacksonville",61.66,"sky is clear",3,51,"Florida","FL"
2017,2,13,23,"Los Angeles",69.39,"scattered clouds",2,34,"California","CA"
2017,2,13,23,"San Francisco",56.34,"overcast clouds",1,81,"California","CA"
2017,2,13,23,"San Diego",68.11,"few clouds",2,54,"California","CA"
2017,2,14,0,"Denver",40.28,"broken clouds",3,39,"Colorado","CO"
2017,2,14,0,"Miami",74.8,"few clouds",2,71,"Florida","FL"
2017,2,14,0,"Jacksonville",61.33,"sky is clear",3,66,"Florida","FL"
2017,2,14,0,"Los Angeles",63.98,"scattered clouds",2,35,"California","CA"
2017,2,14,0,"San Francisco",55.72,"broken clouds",2,84,"California","CA"
2017,2,14,0,"San Diego",60.46,"scattered clouds",2,70,"California","CA"
2017,2,14,1,"Denver",35.31,"broken clouds",2,46,"Colorado","CO"
2017,2,14,1,"Miami",74.28,"scattered clouds",2,72,"Florida","FL"
2017,2,14,1,"Jacksonville",57.64,"sky is clear",3,66,"Florida","FL"
2017,2,14,1,"Los Angeles",64.32,"scattered clouds",0,40,"California","CA"
2017,2,14,1,"San Francisco",54.96,"overcast clouds",1,88,"California","CA"
2017,2,14,1,"San Diego",63.09,"few clouds",1,62,"California","CA"
2017,2,14,2,"Denver",33.14,"broken clouds",2,47,"Colorado","CO"
2017,2,14,2,"Miami",71.39,"few clouds",2,81,"Florida","FL"
2017,2,14,2,"Jacksonville",56.53,"sky is clear",3,78,"Florida","FL"
2017,2,14,2,"Los Angeles",60.25,"broken clouds",0,42,"California","CA"
2017,2,14,2,"San Francisco",54.31,"broken clouds",1,90,"California","CA"
2017,2,14,2,"San Diego",57.83,"few clouds",1,72,"California","CA"
2017,2,14,3,"Denver",32.47,"broken clouds",2,48,"Colorado","CO"
2017,2,14,3,"Miami",71.24,"scattered clouds",2,80,"Florida","FL"
2017,2,14,3,"Jacksonville",56.75,"sky is clear",3,71,"Florida","FL"
2017,2,14,3,"Los Angeles",59.25,"broken clouds",0,47,"California","CA"
2017,2,14,3,"San Francisco",53.8,"overcast clouds",1,89,"California","CA"
2017,2,14,3,"San Diego",57.36,"scattered clouds",1,71,"California","CA"
2017,2,14,4,"Denver",29.81,"broken clouds",2,50,"Colorado","CO"
2017,2,14,4,"Miami",67.44,"sky is clear",2,92,"Florida","FL"
2017,2,14,4,"Jacksonville",55.19,"sky is clear",2,89,"Florida","FL"
2017,2,14,4,"Los Angeles",54.15,"broken clouds",0,48,"California","CA"
2017,2,14,4,"San Francisco",53.1,"broken clouds",2,93,"California","CA"
2017,2,14,4,"San Diego",50.51,"scattered clouds",1,85,"California","CA"
2017,2,14,5,"Denver",28.64,"broken clouds",2,50,"Colorado","CO"
2017,2,14,5,"Miami",66.38,"sky is clear",2,94,"Florida","FL"
2017,2,14,5,"Jacksonville",54.96,"sky is clear",2,89,"Florida","FL"
2017,2,14,5,"Los Angeles",52.13,"broken clouds",0,52,"California","CA"
2017,2,14,5,"San Francisco",52.55,"broken clouds",1,93,"California","CA"
2017,2,14,5,"San Diego",48.44,"scattered clouds",0,88,"California","CA"
2017,2,14,6,"Denver",26.92,"scattered clouds",2,54,"Colorado","CO"
2017,2,14,6,"Miami",66.71,"sky is clear",1,96,"Florida","FL"
2017,2,14,6,"Jacksonville",54.21,"sky is clear",3,83,"Florida","FL"
2017,2,14,6,"Los Angeles",52.28,"broken clouds",0,55,"California","CA"
2017,2,14,6,"San Francisco",51.93,"broken clouds",1,94,"California","CA"
2017,2,14,6,"San Diego",49.31,"scattered clouds",0,88,"California","CA"
2017,2,14,7,"Denver",25.41,"scattered clouds",2,56,"Colorado","CO"
2017,2,14,7,"Miami",66.05,"sky is clear",1,99,"Florida","FL"
2017,2,14,7,"Jacksonville",53.76,"sky is clear",3,81,"Florida","FL"
2017,2,14,7,"Los Angeles",50.84,"broken clouds",0,59,"California","CA"
2017,2,14,7,"San Francisco",51.29,"scattered clouds",1,95,"California","CA"
2017,2,14,7,"San Diego",48.09,"scattered clouds",0,90,"California","CA"
2017,2,14,8,"Denver",21.04,"few clouds",2,61,"Colorado","CO"
2017,2,14,8,"Miami",62.66,"scattered clouds",1,100,"Florida","FL"
2017,2,14,8,"Jacksonville",53.03,"sky is clear",2,87,"Florida","FL"
